year;state;country;gdp;cpi;lt_r;st_r;gpb_pot;glob_cycle;tbu;ebu;td_att1;td_att2;td_att3;td_att4;td_att5;ed_att1;ed_att2;ed_att3;ed_att4;ed_att5;in;cons;bci;cci;un_r;wage;st_r_1;tfp;epd;rev;pmr;lf_r;epl;hours;emp;brr
2017;AUT;2;26.63931155;4.634645659;0.583265;-0.32905;0.732859435;32.43231714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.15953028;25.95544874;4.619056984;4.614005374;5.499240299;10.53398214;-0.32905;2.446636218;47.67807366;48.14256676;1.42;67.04440902;0.633333333;1520.268192;4260424.996;0.607606071
2018;AUT;2;26.6790488;4.654432422;0.686151667;-0.322091667;1.517813825;32.46719191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.19755437;25.96621319;4.623862475;4.617232806;4.847877333;10.56145327;-0.322091667;2.459338243;47.47693527;48.64383814;1.39;67.27515165;0.633333333;1522.659435;4319050.003;0.607606071
2019;AUT;2;26.71023781;4.669625377;0.072809462;-0.355591667;1.480702623;32.49591362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.22594964;25.97917662;4.603528197;4.611660247;4.602285123;10.58875505;-0.355591667;NaN;47.04738993;48.35048103;NaN;67.54739037;0.633333333;NaN;4355858.397;0.581621221
1977;BEL;3;26.00719012;3.517329894;8.8;7.08;-2.745070431;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;24.50377611;25.43112798;4.605170186;4.609553125;5.491185651;9.243870889;7.08;2.157448941;45.54346613;46.15297603;5.54;56.33721077;1.066666667;1605.952652;3823349.152;0.647905801
1978;BEL;3;26.03520994;3.561089323;8.93;7.14;-3.236918052;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;24.53104334;25.45578208;4.605170186;4.605848939;6.082196623;9.31710561;7.14;2.181872445;46.89569112;46.85164542;5.54;56.53641973;1.066666667;1590.636903;3830653.59;0.638851246
1979;BEL;3;26.0583538;3.604776672;9.69;10.76;-4.329238491;31.12906084;0;0;0;0;0;0;0;0;0;0;0;0;24.5034531;25.50582879;4.605170186;4.602537198;6.33793568;9.370286597;10.76;2.195312788;47.35805408;47.29853343;5.54;56.95409576;1.066666667;1575.647693;3867175.752;0.629796691
1980;BEL;3;26.10217192;3.669146624;11.9;14.08;-5.040137208;31.14232473;0;0;0;0;0;0;0;0;0;0;0;0;24.62203718;25.4976639;4.605170186;4.581644967;6.690343317;9.480908554;14.08;2.239053938;47.31323662;46.12002675;5.54;56.62492373;1.066666667;1557.365838;3860914.809;0.650169733
1981;BEL;3;26.09937723;3.742669538;13.44;15.25;-8.995128365;31.1636005;0;0;0;0;0;0;0;0;0;0;0;0;24.45321793;25.50183455;4.605170186;4.569899258;8.583879518;9.522429214;15.25;2.250784387;49.56332686;46.74345453;5.54;56.52504369;1.066666667;1536.243598;3788913.966;0.670542774
1982;BEL;3;26.10530835;3.826308124;13.43;14.09;-4.34206998;31.16929568;0;1.76765;0;0;0;0;0;0;0;0;0;0;24.41239595;25.5259253;4.605170186;4.569655688;10.07355513;9.597122566;14.09;2.267469144;48.56115439;48.05578803;5.54;56.73080069;1.066666667;1523.085158;3740002.556;0.680052032
1983;BEL;3;26.10842123;3.900148297;11.94;10.54;-5.88111793;31.19290492;0;1.58382;0;0;0;0;0;0;0;0;0;0;24.35781052;25.52442213;4.605170186;4.570323317;10.74164331;9.651881225;10.54;2.27064704;48.94794264;48.35659014;5.5;56.30356144;1.066666667;1528.525728;3691764.48;0.676129811
1984;BEL;3;26.13278463;3.961719437;12.24;11.42;-1.475957346;31.24011575;0;0.73966;0;0;0;0;0;1.85252;0;0;0;0;24.38096264;25.52810622;4.605170186;4.570935544;10.82499728;9.711914949;11.42;2.282289148;47.73715574;48.87394642;5.5;56.23290547;1.066666667;1550.551563;3689475.519;0.677840631
1985;BEL;3;26.14917134;4.00924447;10.97;9.58;-0.378358631;31.27879729;0;0;0;0;0;0;0;0;0;0;0;0;24.42464943;25.55483028;4.596529361;4.581660759;10.11674393;9.739481728;9.58;2.288476555;46.97623857;48.76703768;5.5;55.89437563;1.066666667;1555.275849;3707154.32;0.686460767
1986;BEL;3;26.16723213;4.022105099;8.625833333;8.1;-0.004049417;31.31138441;0;0;0;0;0;0;0;2.09257;0;0;0;0;24.45485951;25.58165863;4.597491455;4.597283165;10.05003256;9.760757522;8.1;2.305432726;46.23008498;47.98580555;5.5;56.07694172;1.066666667;1537.947739;3731864.667;0.679760741
1987;BEL;3;26.19003823;4.03751951;8.184166667;7.09;1.780214313;31.34992528;0;0.2787;0;0;0;0;0;0;0;0;0;0;24.50314902;25.59886003;4.597248534;4.607588285;9.807786088;9.766127035;7.09;2.326447326;45.05925347;48.20127168;5.38;56.16160658;1.066666667;1524.13622;3759887.4;0.67750222
1988;BEL;3;26.23618639;4.049061988;8.0075;6.72;2.193877816;31.39266997;0;0;0;0;0;0;0;0;0;0;0;0;24.65172519;25.63150658;4.613469245;4.613101566;8.834162578;9.783502977;6.72;2.362329682;43.29054278;46.93715355;5.38;56.38566174;1.066666667;1513.142881;3832420.265;0.674986327
1989;BEL;3;26.27029313;4.079659577;8.539166667;8.68;3.365737279;31.4303143;0;0;0;0;0;0;0;0;0;0;0;0;24.76284521;25.6640436;4.621976908;4.620405536;7.366257914;9.837574363;8.68;2.380939286;40.9577579;45.13517939;5.38;56.13459507;1.066666667;1505.681939;3890850.509;0.633086593
1990;BEL;3;26.3011827;4.11356148;10.00666667;9.67;4.619196704;31.47388909;0.47723;0;0;0;0;0;0;0;0;0;0;0;24.84516939;25.69529889;4.615743499;4.618804071;6.558267217;9.904936459;9.67;2.387155141;40.4029941;45.92960835;5.04;56.13912114;1.066666667;1516.806262;3934066.755;0.621586042
1991;BEL;3;26.31934802;4.145208495;9.285833333;9.31;3.607263786;31.5072988;0;0;0;0;0;0;0;0;0;0;0;0;24.80284717;25.72505546;4.593308868;4.612235443;6.450059225;9.969498463;9.31;2.409519024;41.88529489;46.51982968;4.98;56.02732879;1.066666667;1483.088666;3946039.634;0.624183446
1992;BEL;3;26.33453821;4.169197989;8.653333333;9.36;2.604907192;31.54337207;0;1.85001;0;0;0;0;0;0.4677;0;0;0;0;24.81363775;25.74395707;4.582512853;4.605532545;7.092020281;10.02145079;9.36;2.4280133;42.23706726;46.08215231;4.98;56.02949229;1.066666667;1463.733997;3940114.993;0.613741597
1993;BEL;3;26.3248753;4.196369735;7.228333333;8.16;3.01764764;31.56935883;0.51468;0;0.83141;0;0;0;0;0;0;0;0;0;24.78813227;25.73945899;4.56678121;4.588989321;8.627265148;10.06475233;8.16;2.434970581;42.92333365;47.79223368;4.82;56.24914822;1.066666667;1423.578355;3914918.09;0.616262636
1994;BEL;3;26.356633;4.21986691;7.750833333;5.68;3.885444449;31.6064958;0;0.3844;0;0;0;0;0;0;0;0;0;0;24.79196275;25.76312978;4.60986504;4.605714171;9.750010913;10.10593449;5.68;2.46233867;42.38095579;47.76003033;4.82;56.3842153;1.066666667;1423.107095;3899734.935;0.622369502
1995;BEL;3;26.38020126;4.234439877;7.480833333;4.78;3.807551998;31.64111413;0;0;0;0;0;0;0;0;0;0;0;0;24.82533053;25.77876614;4.604430029;4.605486136;9.683447997;10.11947226;4.78;2.462550091;42.43895623;47.87089112;4.21;56.5761265;1.066666667;1447.143462;3927374.998;0.628476367
1996;BEL;3;26.39328813;4.254997328;6.4925;3.21;3.914975242;31.67995679;1.21037;0;-0.46552;0;0;0;0;0;0;0;0;0;24.83085563;25.79808959;4.587491476;4.591450686;9.550468664;10.13609558;3.21;2.469967846;43.34766464;48.71000996;4.03;56.62685758;1.066666667;1442.209875;3938525.004;0.630088835
1997;BEL;3;26.43052227;4.271147809;5.753333333;3.43;5.141371844;31.72128737;0;0.83972;0;0;0;0;0;0;0;0;0;0;24.89568194;25.81332211;4.616148223;4.596583971;9.217064165;10.16113405;3.43;2.492440568;42.31275162;49.01409761;3.99;56.76749215;0.733333333;1449.071824;3966399.996;0.631701302
1998;BEL;3;26.44996048;4.280595541;4.751666667;3.55;5.929856266;31.74633266;0;0;0;0;0;0;0;0;0;0;0;0;24.91796843;25.84423128;4.607410816;4.612804553;9.341196742;10.17012305;3.55;2.498492429;42.096347;49.60563995;3.78;57.81416415;0.733333333;1444.332444;4036275;0.624728666
1999;BEL;3;26.48476675;4.291741674;4.749166667;2.78;5.846900984;31.77963446;0;0;0;0;0;0;0;0;0;0;0;0;24.95808223;25.86514574;4.605217343;4.614742641;8.425848852;10.20900304;2.78;2.490097637;41.93345394;49.32588689;3.51;58.00326132;0.733333333;1447.311347;4091374.999;0.617756031
2000;BEL;3;26.52133372;4.316868512;5.5925;4.24;6.286186285;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;25.0065903;25.89311327;4.625178674;4.62845335;6.857804408;10.23677752;4.24;2.498308054;41.05750739;48.91070248;3.2;58.13578113;0.733333333;1459.307098;4173100.002;0.609311569
2001;BEL;3;26.53220081;4.341261159;5.130833333;4.15;6.262829912;31.85065234;0;0;0;0;0;0;0;0;0;0;0;0;25.02272574;25.90231532;4.595160472;4.619410641;6.56995148;10.2731295;4.15;2.507917985;41.64656248;49.29755389;3.02;58.67886509;0.733333333;1454.614797;4231275;0.60770347
2002;BEL;3;26.54912139;4.357579433;4.986666667;3.21;5.319721496;31.8792306;0;0;0;0;0;0;0;0;0;0;0;0;24.9805509;25.90840331;4.59938335;4.617206624;7.52562294;10.31285192;3.21;2.519871254;43.1147865;49.52780785;3.03;59.25374644;0.733333333;1447.320508;4242549.997;0.635646682
2003;BEL;3;26.55944698;4.373344155;4.180833333;2.22;3.054855728;31.91603562;0;0;0;0;0;0;0;0;0;0;0;0;24.97921892;25.91555024;4.59270533;4.6107451;8.175400939;10.33069345;2.22;2.521944468;44.05975431;48.88997252;2.93;59.42197638;0.733333333;1447.645174;4240324.996;0.623657696
2004;BEL;3;26.59452692;4.394100083;4.1525;2.01;4.243484916;31.96605703;0;0;0;0;0;0;0;0;0;0;0;0;25.06566768;25.92611801;4.615946413;4.61950758;8.385321333;10.34952313;2.01;2.540492626;43.44339942;48.47672373;2.89;59.92263823;0.733333333;1448.718573;4283975.002;0.61543282
2005;BEL;3;26.61753092;4.421534618;3.428333333;2.07;1.332028708;32.01307025;0;0;0;0;0;0;0;0;0;0;0;0;25.12147334;25.94058462;4.605229159;4.611956606;8.474990669;10.36915496;2.07;2.541243405;43.87326078;48.56674473;2.63;60.55710316;0.733333333;1444.026965;4345924.998;0.603190973
2006;BEL;3;26.64273748;4.439288163;3.815;2.9;4.052310331;32.06543975;0;0;0;0;0;0;0;0;0;0;0;0;25.14034586;25.95818536;4.625981537;4.618064858;8.266686065;10.4030157;2.9;2.553994414;43.74165469;48.41180501;2.35;60.79549575;0.733333333;1445.10351;4396399.998;0.595159534
2007;BEL;3;26.67880264;4.457354542;4.328333333;3.89;3.782240627;32.11810797;0;0;0;0;0;0;0;0;0;0;0;0;25.21062048;25.97880617;4.624167506;4.616542196;7.491690366;10.43107763;3.89;2.561086946;43.36536368;48.05070954;2.22;60.90850548;0.733333333;1447.879416;4470225;0.593461672
2008;BEL;3;26.68324746;4.50127041;4.4175;3.67;2.479688715;32.1467271;0;0;0;0;0;0;0;0;0;0;0;0;25.22952137;25.99242212;4.605501873;4.596185217;6.968329163;10.46563443;3.67;2.553293077;45.46094844;49.17970191;2.22;61.19956433;0.733333333;1443.329848;4549100.003;0.58728714
2009;BEL;3;26.66286061;4.500738812;3.901666667;0.66;-1.965212523;32.14185645;0;0;0;0;0;0;0;0;0;0;0;0;25.16099913;25.99829922;4.576582679;4.603031192;7.908421265;10.47106244;0.66;2.538374449;49.08434071;48.83735627;2.13;61.3111026;0.733333333;1420.702465;4542500;0.593029597
2010;BEL;3;26.69110089;4.522395594;3.4625;0.43;-0.89179743;32.19380663;0;1.04428;0;0;0;0;0;0.37575;0;0;0;0;25.16105826;26.02794294;4.611513532;4.611790888;8.316578612;10.48565043;0.43;2.54980685;48.60376953;49.18151124;2.08;61.52182181;0.815974694;1419.957794;4573075;0.583523468
2011;BEL;3;26.70790212;4.557106945;4.233333333;1.01;-1.19058864;32.23300423;0.46481;0;0;0;0;0;0;0;0;0;0;0;25.21193592;26.03656048;4.612604657;4.606314431;7.142355682;10.52056452;1.01;2.554628231;49.31559261;50.36523543;2.02;61.05811988;0.815974694;1430.091393;4633624.996;0.578991104
2012;BEL;3;26.71526774;4.585107869;3;0.13;-1.151696014;32.26566272;0;2.43197;0;0;0;0;0;0.6375;0.77489;0;0;0;25.21842023;26.0511323;4.594331172;4.599366343;7.543499189;10.54975398;0.13;2.549136637;50.07933236;51.37713479;2.02;61.2338724;0.733333333;1430.683054;4652974.999;0.593029597
2013;BEL;3;26.71984976;4.596177334;2.41;0.05;-0.187497339;32.29866832;0;1.07604;0;0;0;0;0;0;0;0;0;0;25.19545305;26.06767927;4.59922691;4.60670504;8.433350318;10.57256388;0.05;2.546168623;50.63635889;52.02746902;1.99;61.37118782;0.733333333;1428.649304;4638874.999;0.607068091
2014;BEL;3;26.72220984;4.599571596;1.713333333;0.209933333;-0.179688249;32.3326372;0;0;0;0;0;0;0;0;0;0;0;0;25.24762719;26.07318845;4.610794838;4.61494593;8.541620694;10.58578161;0.209933333;2.553513888;53.81275077;51.63336253;1.94;61.45914336;0.754211151;1425.899599;4657599.999;0.597561961
2015;BEL;3;26.75563478;4.605170186;0.84;-0.019366667;0.155364706;32.36493626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.28435874;26.08891002;4.610430004;4.609862244;8.483940109;10.58655299;-0.019366667;2.565870658;52.45415778;50.51415763;1.93;61.71284651;0.899051008;1422.757878;4698024.995;0.597561961
2016;BEL;3;26.78791346;4.624716433;0.475833333;-0.263691667;0.000668203;32.39580702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.32163294;26.10760951;4.61243361;4.60801231;7.858577542;10.60562376;-0.263691667;2.574918155;52.02557793;49.95945359;1.78;61.69887181;0.899051008;1425.096948;4756424.999;0.597561961
2017;BEL;3;26.82440284;4.645753307;0.7225;-0.32905;1.311173815;32.43231714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.33415961;26.12575852;4.616423875;4.616817097;7.108654219;10.62832723;-0.32905;2.577841206;50.9571763;50.42510053;1.77;61.83337262;0.899051008;1428.893672;4833200.002;0.597561961
2018;BEL;3;26.85410095;4.666077025;0.795;-0.322091667;1.08593819;32.46719191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.3731321;26.14032134;4.619875859;4.614242986;5.974765485;10.65255181;-0.322091667;2.566865907;50.98886521;50.63720586;1.54;61.58808096;0.899051008;1432.905834;4899650.001;0.583523468
2019;BEL;3;26.8829995;4.680342976;0.176842807;-0.355591667;-0.072760052;32.49591362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.41045831;26.150816;4.607629601;4.603256623;5.513026537;10.67261446;-0.355591667;NaN;50.92942772;49.67356994;NaN;61.86636416;0.899051008;NaN;4962195.197;0.583523468
1977;CAN;4;27.36524012;3.279893153;8.7;7.331666667;-3.576496593;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.66657116;26.72514348;4.605170186;4.605170186;8.063393367;NaN;7.331666667;2.183640657;33.91646567;36.39374543;4.67;63.22928907;0.266666667;1847.098093;9916366.671;0.67661456
1978;CAN;4;27.40141296;3.364921576;9.27;8.675833333;-4.250948084;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;25.68513797;26.75453987;4.605170186;4.605170186;8.373712143;NaN;8.675833333;2.183890149;33.67839013;35.93933408;4.67;64.113645;0.266666667;1848.454416;10219133.34;0.653280978
1979;CAN;4;27.43785133;3.452502707;10.21333333;11.6875;-2.85890957;31.12906084;0;0;0;0;0;0;0;0;0;0;0;0;25.74621171;26.77716748;4.605170186;4.605170186;7.497051563;NaN;11.6875;2.174417842;32.35344068;35.75239403;4.67;65.07910322;0.266666667;1853.746359;10667008.32;0.622865222
1980;CAN;4;27.45917886;3.54936284;12.48416667;12.79333333;-3.490081681;31.14232473;0;0;0;0;0;0;0;0;0;0;0;0;25.79896451;26.79409825;4.605170186;4.604190473;7.523763685;NaN;12.79333333;2.16562251;33.44210746;36.66376919;4.67;65.7202987;0.266666667;1840.042512;10983741.67;0.616416718
1981;CAN;4;27.49336236;3.666867642;15.21916667;17.72;-2.250818289;31.1636005;0;0;0;0;0;0;0;0;0;0;0;0;25.88669089;26.8060006;4.605170186;4.588399304;7.61688382;9.808274198;17.72;2.170576796;34.3166597;38.93993087;4.67;66.56142315;0.266666667;1824.465817;11303974.99;0.611022063
1982;CAN;4;27.4609597;3.769368201;14.25583333;13.6575;-5.044623589;31.16929568;0;0;0;0;0;0;0;0;0;0;0;0;25.77185181;26.78004751;4.605170186;4.578587442;11.12428061;9.915707763;13.6575;2.152839292;37.53059756;39.50140645;4.67;65.98631355;0.266666667;1801.671111;10947733.33;0.619704872
1983;CAN;4;27.48664138;3.826166151;11.79166667;9.31;-6.003764245;31.19290492;0;0;0.19168;0.38627;0.26409;0.05139;0;0;0;0;0;0;25.76552253;26.80474932;4.605170186;4.619213688;11.99435103;9.957612255;9.31;2.164513067;37.88811623;38.97215557;4.67;66.25800205;0.266666667;1791.737651;11019583.35;0.651316281
1984;CAN;4;27.54405374;3.868399526;12.75083333;11.05916667;-5.569569841;31.24011575;0;0;0;0;0;0;0;0;0;0;0;0;25.78708796;26.84242635;4.605170186;4.620037616;11.3588703;10.00442407;11.05916667;2.188317199;37.3630833;38.81960103;4.67;66.70304291;0.266666667;1802.013491;11299941.68;0.676333417
1985;CAN;4;27.59034286;3.907138829;11.04416667;9.43;-5.788925067;31.27879729;0;0.69235;0;0;0;0;0;0.83789;0.38521;0.24377;0.24377;0.24377;25.86847282;26.89026647;4.605170186;4.62444694;10.6363411;10.0610002;9.43;2.201256916;37.02332373;38.45645105;4.5;67.36601768;0.266666667;1807.422798;11627783.34;0.678382626
1986;CAN;4;27.61155283;3.948230736;9.52;8.970833333;-3.492643878;31.31138441;0.40935;0;0.32333;0.13645;0.02472;0;0;0;0;0;0;0;25.907238;26.92390888;4.605170186;4.624776634;9.692059242;10.0851716;8.970833333;2.188099114;37.00108084;39.40492699;4.42;68.01098575;0.266666667;1809.864281;11985700;0.679811421
1987;CAN;4;27.65147059;3.990869723;9.95;8.145833333;-1.69655583;31.34992528;0;0;0;0;0;0;0;0.17099;-0.30222;0.01964;0.09675;0.01676;25.99425825;26.96194196;4.605170186;4.630563772;8.806873501;10.13746078;8.145833333;2.192350545;36.15885799;39.68246037;4.17;68.37223868;0.266666667;1819.768064;12332441.67;0.681397991
1988;CAN;4;27.69462483;4.030361881;10.22416667;9.4825;-0.437152514;31.39266997;0;0.02966;0;0;0;0;0;0.01978;0.00329;0;0;0;26.08170417;27.00241183;4.605170186;4.626119623;7.765076028;10.20215333;9.4825;2.20127087;35.28493811;40.25139114;3.41;68.74775701;0.266666667;1820.913539;12708458.32;0.679966961
1989;CAN;4;27.7175382;4.078996051;9.92;12.05416667;-0.226224467;31.4303143;0.60999;0;0.65723;0.1513;0;0;0;0;0;0;0;0;26.13185365;27.03601828;4.605170186;4.606983898;7.534380604;10.25653192;12.05416667;2.197559262;35.32305548;40.53596486;3.13;68.8626073;0.266666667;1815.084011;12994625;0.675918727
1990;CAN;4;27.71916935;4.125693331;10.85166667;12.80833333;-0.875280253;31.47388909;0;-0.03517;0;0;0;0;0;0.24148;0.32885;0.08148;0;0;26.09655616;27.04971044;4.605170186;4.586509631;8.15429579;10.29708936;12.80833333;2.183163138;37.41519022;42.11509408;3.13;68.7500746;0.266666667;1809.765784;13083558.33;0.678953847
1991;CAN;4;27.69809081;4.180426411;9.764166667;8.726666667;-3.106532266;31.5072988;0;0.11042;0;0;0;0;0;0.15014;0.1315;0.03123;0;0;26.0533144;27.03859129;4.605170186;4.593407729;10.31315806;10.33806274;8.726666667;2.171698272;40.7903719;42.89721986;2.99;68.37967963;0.266666667;1787.33782;12855308.34;0.683506121
1992;CAN;4;27.7070558;4.195217806;8.765;6.585;-3.828103484;31.54337207;0;-0.05758;0;0;0;0;0;-0.01704;0.04269;0.01399;0;0;26.02348639;27.05395953;4.605170186;4.589234484;11.21833506;10.36586599;6.585;2.179070466;42.2802595;43.13113994;2.99;67.65106648;0.266666667;1784.749632;12729766.66;0.687091951
1993;CAN;4;27.73331594;4.213696806;7.845;4.843333333;-3.620573051;31.56935883;0;0.23699;0;0;0;0;0;0.16754;0.14423;0.03824;0.07002;0.02334;26.01180556;27.07229468;4.605170186;4.584090538;11.36604863;10.37936065;4.843333333;2.194960652;41.6052938;42.35892066;2.97;67.41337769;0.266666667;1781.410866;12797449.99;0.666410223
1994;CAN;4;27.77728362;4.215351067;8.631666667;5.538333333;-1.846944173;31.6064958;0;0.27973;0;0;0;0;0;0.5082;0.33896;0.06688;0;0;26.07664887;27.1007578;4.605170186;4.600384126;10.38038739;10.38144843;5.538333333;2.213462199;39.42099352;41.9238013;2.96;67.29971887;0.266666667;1790.274724;13061125;0.64762276
1995;CAN;4;27.80384774;4.236611066;8.280833333;6.8925;0.08316366;31.64111413;0;0.45834;0;0;0;0;0;0.37561;0.21865;0.04811;0;0;26.06291227;27.12286526;4.605170186;4.586220452;9.471570085;10.39418368;6.8925;2.220124103;37.56784951;42.0389346;2.57;67.07908226;0.266666667;1787.973279;13296966.67;0.666772528
1996;CAN;4;27.81990443;4.252194325;7.503333333;4.206666667;2.085300981;31.67995679;0;-0.07888;0;0;0;0;0;0.07012;0.03215;0;0;0;26.119032;27.15210267;4.605170186;4.591375813;9.625413638;10.41664174;4.206666667;2.216975854;36.3753622;42.54474708;2.13;67.11708702;0.266666667;1802.330964;13418758.32;0.669493676
1997;CAN;4;27.86180739;4.268276476;6.424166667;3.258333333;4.644788212;31.72128737;0;-0.05054;0;0;0;0;0;-0.03571;-0.02831;-0.00734;0;0;26.22949534;27.19988891;4.605170186;4.608697291;9.089501976;10.46402054;3.258333333;2.238423985;34.9169968;43.02328535;1.95;67.40106147;0.266666667;1797.576397;13704666.67;0.700173044
1998;CAN;4;27.90004775;4.278186632;5.465;4.730833333;4.756793172;31.74633266;0;0;0;0;0;0;0;0;0;0;0;0;26.26132425;27.22698948;4.594515863;4.604734533;8.283141216;10.49691197;4.730833333;2.252499246;34.96099153;43.09912966;1.87;67.78381038;0.266666667;1793.539567;14047491.66;0.695596255
1999;CAN;4;27.95037626;4.295386295;5.690833333;4.71975;5.829398995;31.77963446;0;0;0;0;0;0;0;0;0;0;0;0;26.31136432;27.2656888;4.613861796;4.61168376;7.561409081;10.5239493;4.71975;2.277364356;33.80834738;42.94243737;1.63;68.26357304;0.266666667;1792.739106;14407525.01;0.698295706
2000;CAN;4;28.00086595;4.322217498;5.885833333;5.489833333;5.809185438;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;26.3607803;27.30548348;4.634830116;4.611660975;6.837353832;10.57659138;5.489833333;2.304358485;32.87003199;42.69186396;1.54;68.6128334;0.266666667;1787.054848;14765658.34;0.696981658
2001;CAN;4;28.01860056;4.347155155;5.7825;3.768583333;3.434727959;31.85065234;0;0;0;0;0;0;0;0;0;0;0;0;26.4078519;27.32956191;4.59536684;4.604241939;7.227865632;10.59272126;3.768583333;2.310470418;33.95911525;41.18588852;1.55;68.7907842;0.266666667;1773.899188;14938200.01;0.685396862
2002;CAN;4;28.04832256;4.369487857;5.661666667;2.58575;2.298047929;31.8792306;0;0;0;0;0;0;0;0;0;0;0;0;26.41776872;27.36874685;4.605703077;4.616296063;7.670516606;10.60102178;2.58575;2.321808324;33.93395965;39.84366147;1.38;69.81718913;0.266666667;1755.221722;15285900;0.678252187
2003;CAN;4;28.066168;4.396699861;5.278333333;2.870083333;1.65018749;31.91603562;0;0;0;0;0;0;0;0;0;0;0;0;26.46862522;27.39583155;4.603090583;4.613499732;7.580138352;10.61689382;2.870083333;2.31828263;34.18783451;39.87043665;1.38;70.63901484;0.266666667;1744.655533;15654699.99;0.665445319
